Column,Row,Year,Population,Race,Ethnicity,Gender,AgeRange
2838,573,2010,744924.63,ALL,ALL,ALL,0TO99
2839,573,2010,1101216.25,ALL,ALL,ALL,0TO99
2840,573,2010,1188814.00,ALL,ALL,ALL,0TO99
