Column,Row,Year,Population,Race,Ethnicity,Gender,AgeRange
48,348,2010,20016.82,ALL,ALL,ALL,0TO99
60,373,2010,4075.01,ALL,ALL,ALL,0TO99
61,373,2010,5199.16,ALL,ALL,ALL,0TO99
49,347,2010,15040.58,ALL,ALL,ALL,0TO99
50,362,2010,2505.32,ALL,ALL,ALL,0TO99
58,363,2010,225.40,ALL,ALL,ALL,0TO99
50,348,2010,8442.84,ALL,ALL,ALL,0TO99
51,346,2010,3510.37,ALL,ALL,ALL,0TO99
