Monitor Name,Monitor Description,Latitude,Longitude,Metric,Seasonal Metric,Statistic,Date,Value
260050003881011,"'MethodCode=118','LandUse=RESIDENTIAL','LocationSetting=SUBURBAN','ProbeLocation=.','MonitorObjective=.','POC=1','PollutantID=88101'",42.76778412,-86.14857483,,,,4/3/2013,18.33499908
260050003881011,"'MethodCode=118','LandUse=RESIDENTIAL','LocationSetting=SUBURBAN','ProbeLocation=.','MonitorObjective=.','POC=1','PollutantID=88101'",42.76778412,-86.14857483,,,,4/4/2013,.
260050003881011,"'MethodCode=118','LandUse=RESIDENTIAL','LocationSetting=SUBURBAN','ProbeLocation=.','MonitorObjective=.','POC=1','PollutantID=88101'",42.76778412,-86.14857483,,,,4/5/2013,.
260050003881011,"'MethodCode=118','LandUse=RESIDENTIAL','LocationSetting=SUBURBAN','ProbeLocation=.','MonitorObjective=.','POC=1','PollutantID=88101'",42.76778412,-86.14857483,,,,4/6/2013,4.085000038
260050003881011,"'MethodCode=118','LandUse=RESIDENTIAL','LocationSetting=SUBURBAN','ProbeLocation=.','MonitorObjective=.','POC=1','PollutantID=88101'",42.76778412,-86.14857483,,,,4/7/2013,.
260050003881011,"'MethodCode=118','LandUse=RESIDENTIAL','LocationSetting=SUBURBAN','ProbeLocation=.','MonitorObjective=.','POC=1','PollutantID=88101'",42.76778412,-86.14857483,,,,4/8/2013,.
260050003881011,"'MethodCode=118','LandUse=RESIDENTIAL','LocationSetting=SUBURBAN','ProbeLocation=.','MonitorObjective=.','POC=1','PollutantID=88101'",42.76778412,-86.14857483,,,,4/9/2013,9.119999886
260050003881011,"'MethodCode=118','LandUse=RESIDENTIAL','LocationSetting=SUBURBAN','ProbeLocation=.','MonitorObjective=.','POC=1','PollutantID=88101'",42.76778412,-86.14857483,,,,4/10/2013,.
260050003881011,"'MethodCode=118','LandUse=RESIDENTIAL','LocationSetting=SUBURBAN','ProbeLocation=.','MonitorObjective=.','POC=1','PollutantID=88101'",42.76778412,-86.14857483,,,,4/11/2013,.
260050003881011,"'MethodCode=118','LandUse=RESIDENTIAL','LocationSetting=SUBURBAN','ProbeLocation=.','MonitorObjective=.','POC=1','PollutantID=88101'",42.76778412,-86.14857483,,,,4/12/2013,3.609999895
260050003881011,"'MethodCode=118','LandUse=RESIDENTIAL','LocationSetting=SUBURBAN','ProbeLocation=.','MonitorObjective=.','POC=1','PollutantID=88101'",42.76778412,-86.14857483,,,,4/13/2013,.
260050003881011,"'MethodCode=118','LandUse=RESIDENTIAL','LocationSetting=SUBURBAN','ProbeLocation=.','MonitorObjective=.','POC=1','PollutantID=88101'",42.76778412,-86.14857483,,,,4/14/2013,.
260050003881011,"'MethodCode=118','LandUse=RESIDENTIAL','LocationSetting=SUBURBAN','ProbeLocation=.','MonitorObjective=.','POC=1','PollutantID=88101'",42.76778412,-86.14857483,,,,4/15/2013,.
260050003881011,"'MethodCode=118','LandUse=RESIDENTIAL','LocationSetting=SUBURBAN','ProbeLocation=.','MonitorObjective=.','POC=1','PollutantID=88101'",42.76778412,-86.14857483,,,,4/16/2013,.
260050003881011,"'MethodCode=118','LandUse=RESIDENTIAL','LocationSetting=SUBURBAN','ProbeLocation=.','MonitorObjective=.','POC=1','PollutantID=88101'",42.76778412,-86.14857483,,,,4/17/2013,.
260050003881011,"'MethodCode=118','LandUse=RESIDENTIAL','LocationSetting=SUBURBAN','ProbeLocation=.','MonitorObjective=.','POC=1','PollutantID=88101'",42.76778412,-86.14857483,,,,4/18/2013,4.085000038
260050003881011,"'MethodCode=118','LandUse=RESIDENTIAL','LocationSetting=SUBURBAN','ProbeLocation=.','MonitorObjective=.','POC=1','PollutantID=88101'",42.76778412,-86.14857483,,,,4/19/2013,.
260050003881011,"'MethodCode=118','LandUse=RESIDENTIAL','LocationSetting=SUBURBAN','ProbeLocation=.','MonitorObjective=.','POC=1','PollutantID=88101'",42.76778412,-86.14857483,,,,4/20/2013,.
260050003881011,"'MethodCode=118','LandUse=RESIDENTIAL','LocationSetting=SUBURBAN','ProbeLocation=.','MonitorObjective=.','POC=1','PollutantID=88101'",42.76778412,-86.14857483,,,,4/21/2013,12.25499916
260050003881011,"'MethodCode=118','LandUse=RESIDENTIAL','LocationSetting=SUBURBAN','ProbeLocation=.','MonitorObjective=.','POC=1','PollutantID=88101'",42.76778412,-86.14857483,,,,4/22/2013,.
260050003881011,"'MethodCode=118','LandUse=RESIDENTIAL','LocationSetting=SUBURBAN','ProbeLocation=.','MonitorObjective=.','POC=1','PollutantID=88101'",42.76778412,-86.14857483,,,,4/23/2013,.
260050003881011,"'MethodCode=118','LandUse=RESIDENTIAL','LocationSetting=SUBURBAN','ProbeLocation=.','MonitorObjective=.','POC=1','PollutantID=88101'",42.76778412,-86.14857483,,,,4/24/2013,4.75
260050003881011,"'MethodCode=118','LandUse=RESIDENTIAL','LocationSetting=SUBURBAN','ProbeLocation=.','MonitorObjective=.','POC=1','PollutantID=88101'",42.76778412,-86.14857483,,,,4/25/2013,.
260050003881011,"'MethodCode=118','LandUse=RESIDENTIAL','LocationSetting=SUBURBAN','ProbeLocation=.','MonitorObjective=.','POC=1','PollutantID=88101'",42.76778412,-86.14857483,,,,4/26/2013,.
260050003881011,"'MethodCode=118','LandUse=RESIDENTIAL','LocationSetting=SUBURBAN','ProbeLocation=.','MonitorObjective=.','POC=1','PollutantID=88101'",42.76778412,-86.14857483,,,,4/27/2013,1.709999919
260050003881011,"'MethodCode=118','LandUse=RESIDENTIAL','LocationSetting=SUBURBAN','ProbeLocation=.','MonitorObjective=.','POC=1','PollutantID=88101'",42.76778412,-86.14857483,,,,4/28/2013,.
260050003881011,"'MethodCode=118','LandUse=RESIDENTIAL','LocationSetting=SUBURBAN','ProbeLocation=.','MonitorObjective=.','POC=1','PollutantID=88101'",42.76778412,-86.14857483,,,,4/29/2013,.
260050003881011,"'MethodCode=118','LandUse=RESIDENTIAL','LocationSetting=SUBURBAN','ProbeLocation=.','MonitorObjective=.','POC=1','PollutantID=88101'",42.76778412,-86.14857483,,,,4/30/2013,2.944999933
260050003881011,"'MethodCode=118','LandUse=RESIDENTIAL','LocationSetting=SUBURBAN','ProbeLocation=.','MonitorObjective=.','POC=1','PollutantID=88101'",42.76778412,-86.14857483,,,,5/1/2013,.
260050003881011,"'MethodCode=118','LandUse=RESIDENTIAL','LocationSetting=SUBURBAN','ProbeLocation=.','MonitorObjective=.','POC=1','PollutantID=88101'",42.76778412,-86.14857483,,,,5/2/2013,.
260050003881011,"'MethodCode=118','LandUse=RESIDENTIAL','LocationSetting=SUBURBAN','ProbeLocation=.','MonitorObjective=.','POC=1','PollutantID=88101'",42.76778412,-86.14857483,,,,5/3/2013,3.230000019
260050003881011,"'MethodCode=118','LandUse=RESIDENTIAL','LocationSetting=SUBURBAN','ProbeLocation=.','MonitorObjective=.','POC=1','PollutantID=88101'",42.76778412,-86.14857483,,,,5/4/2013,.
260050003881011,"'MethodCode=118','LandUse=RESIDENTIAL','LocationSetting=SUBURBAN','ProbeLocation=.','MonitorObjective=.','POC=1','PollutantID=88101'",42.76778412,-86.14857483,,,,5/5/2013,.
260050003881011,"'MethodCode=118','LandUse=RESIDENTIAL','LocationSetting=SUBURBAN','ProbeLocation=.','MonitorObjective=.','POC=1','PollutantID=88101'",42.76778412,-86.14857483,,,,5/6/2013,2.659999847
260050003881011,"'MethodCode=118','LandUse=RESIDENTIAL','LocationSetting=SUBURBAN','ProbeLocation=.','MonitorObjective=.','POC=1','PollutantID=88101'",42.76778412,-86.14857483,,,,5/7/2013,.
260050003881011,"'MethodCode=118','LandUse=RESIDENTIAL','LocationSetting=SUBURBAN','ProbeLocation=.','MonitorObjective=.','POC=1','PollutantID=88101'",42.76778412,-86.14857483,,,,5/8/2013,.
260050003881011,"'MethodCode=118','LandUse=RESIDENTIAL','LocationSetting=SUBURBAN','ProbeLocation=.','MonitorObjective=.','POC=1','PollutantID=88101'",42.76778412,-86.14857483,,,,5/9/2013,7.31499958
