1,290,84,1,29,1
2,1,29,290,84,0.09948
1,290,85,1,29,0.81534
2,1,29,290,85,0.08124
1,291,81,1,29,0.31147
2,1,29,291,81,0.03083
1,291,82,1,29,0.81324
2,1,29,291,82,0.08063
1,291,83,1,29,0.51314
2,1,29,291,83,0.05095
1,291,84,1,29,0.21719
2,1,29,291,84,0.0216
1,291,85,1,29,0.00843
2,1,29,291,85,0.00084
1,292,81,1,29,0.00704
2,1,29,292,81,0.0007
1,351,107,37,137,0.00775
2,37,137,351,107,0.0011
1,351,108,37,137,0.00037
2,37,137,351,108,5E-05
1,352,106,37,137,0.09391
2,37,137,352,106,0.01333
1,352,107,37,137,0.72009
2,37,137,352,107,0.1024
1,352,108,37,137,0.71905
2,37,137,352,108,0.10241
1,353,106,37,137,0.38356
2,37,137,353,106,0.05444
1,353,107,37,137,1
2,37,137,353,107,0.14215
1,353,108,37,137,0.90216
2,37,137,353,108,0.12844
1,353,109,37,137,0.01035
2,37,137,353,109,0.00148
1,354,106,37,137,0.0207
2,37,137,354,106,0.00294
1,354,107,37,137,0.65124
2,37,137,354,107,0.09254
1,354,108,37,137,0.99998
2,37,137,354,108,0.14232
1,354,109,37,137,0.67816
2,37,137,354,109,0.09667
1,354,110,37,137,0.13191
2,37,137,354,110,0.01883
1,355,108,37,137,0.20032
2,37,137,355,108,0.0285
1,355,109,37,137,0.43577
2,37,137,355,109,0.06209
1,355,110,37,137,0.07219
2,37,137,355,110,0.0103
1,148,169,56,27,0.00428
2,56,27,148,169,9E-05
1,148,168,56,27,0.06932
2,56,27,148,168,0.00148
1,148,167,56,27,0.15545
2,56,27,148,167,0.00332
1,148,166,56,27,0.24677
2,56,27,148,166,0.00526
1,148,165,56,27,0.3332
2,56,27,148,165,0.00709
1,148,164,56,27,0.42404
2,56,27,148,164,0.00901
1,148,163,56,27,0.47413
2,56,27,148,163,0.01006
1,148,162,56,27,0.33874
2,56,27,148,162,0.00718
1,149,170,56,27,0.51789
2,56,27,149,170,0.01111
1,149,169,56,27,0.98331
2,56,27,149,169,0.02106
1,149,168,56,27,1
2,56,27,149,168,0.02139
1,149,167,56,27,1
2,56,27,149,167,0.02136
1,149,166,56,27,1
2,56,27,149,166,0.02132
1,149,165,56,27,1
2,56,27,149,165,0.02129
1,149,164,56,27,1
2,56,27,149,164,0.02126
1,149,163,56,27,1
2,56,27,149,163,0.02123
1,149,162,56,27,0.69256
2,56,27,149,162,0.01468
1,150,170,56,27,0.48872
2,56,27,150,170,0.01049
1,150,169,56,27,1
2,56,27,150,169,0.02142
1,150,168,56,27,1
2,56,27,150,168,0.02139
1,150,167,56,27,1
2,56,27,150,167,0.02136
1,150,166,56,27,1
2,56,27,150,166,0.02133
1,150,165,56,27,1
2,56,27,150,165,0.0213
1,150,164,56,27,1
2,56,27,150,164,0.02126
1,150,163,56,27,1
2,56,27,150,163,0.02123
1,150,162,56,27,0.78394
2,56,27,150,162,0.01662
1,151,170,56,27,0.40778
2,56,27,151,170,0.00875
1,151,169,56,27,1
2,56,27,151,169,0.02143
1,151,168,56,27,1
2,56,27,151,168,0.02139
1,151,167,56,27,1
2,56,27,151,167,0.02136
1,151,166,56,27,1
2,56,27,151,166,0.02133
1,151,165,56,27,1
2,56,27,151,165,0.0213
1,151,164,56,27,1
2,56,27,151,164,0.02127
1,151,163,56,27,1
2,56,27,151,163,0.02123
1,151,162,56,27,0.8598
2,56,27,151,162,0.01823
1,152,170,56,27,0.32945
2,56,27,152,170,0.00707
1,152,169,56,27,1
2,56,27,152,169,0.02143
1,152,168,56,27,1
2,56,27,152,168,0.0214
1,152,167,56,27,1
2,56,27,152,167,0.02136
1,152,166,56,27,1
2,56,27,152,166,0.02133
1,152,165,56,27,1
2,56,27,152,165,0.0213
1,152,164,56,27,1
2,56,27,152,164,0.02127
1,152,163,56,27,1
2,56,27,152,163,0.02124
1,152,162,56,27,0.92497
2,56,27,152,162,0.01961
1,153,170,56,27,0.25241
2,56,27,153,170,0.00542
1,153,169,56,27,1
2,56,27,153,169,0.02143
1,153,168,56,27,1
2,56,27,153,168,0.0214
1,153,167,56,27,1
2,56,27,153,167,0.02137
1,153,166,56,27,1
2,56,27,153,166,0.02133
1,153,165,56,27,1
2,56,27,153,165,0.0213
1,153,164,56,27,1
2,56,27,153,164,0.02127
1,153,163,56,27,1
2,56,27,153,163,0.02124
1,153,162,56,27,0.99145
2,56,27,153,162,0.02103
1,153,161,56,27,0.01142
2,56,27,153,161,0.00024
1,154,170,56,27,0.13826
2,56,27,154,170,0.00297
1,154,169,56,27,0.69682
2,56,27,154,169,0.01493
1,154,168,56,27,0.62215
2,56,27,154,168,0.01331
1,154,167,56,27,0.54827
2,56,27,154,167,0.01172
1,154,166,56,27,0.47239
2,56,27,154,166,0.01008
1,154,165,56,27,0.39637
2,56,27,154,165,0.00845
1,154,164,56,27,0.31952
2,56,27,154,164,0.0068
1,154,163,56,27,0.24265
2,56,27,154,163,0.00515
1,154,162,56,27,0.16632
2,56,27,154,162,0.00353
1,154,161,56,27,0.00593
2,56,27,154,161,0.00013
1,299,86,13,135,0.2336
2,13,135,299,86,0.02979
1,299,87,13,135,0.30748
2,13,135,299,87,0.03927
1,300,85,13,135,0.05323
2,13,135,300,85,0.00678
1,300,86,13,135,0.85105
2,13,135,300,86,0.1085
1,300,87,13,135,0.95189
2,13,135,300,87,0.12155
1,300,88,13,135,0.55112
2,13,135,300,88,0.07048
1,300,89,13,135,0.08652
2,13,135,300,89,0.01108
1,301,85,13,135,0.31948
2,13,135,301,85,0.04066
1,301,86,13,135,0.9957
2,13,135,301,86,0.12691
1,301,87,13,135,1
2,13,135,301,87,0.12766
1,301,88,13,135,0.9709
2,13,135,301,88,0.12414
1,301,89,13,135,0.03874
2,13,135,301,89,0.00496
1,302,86,13,135,0.3246
2,13,135,302,86,0.04136
1,302,87,13,135,0.74024
2,13,135,302,87,0.09448
1,302,88,13,135,0.40191
2,13,135,302,88,0.05138
1,302,89,13,135,0.00779
2,13,135,302,89,0.001
1,225,160,19,69,0.20636
2,19,69,225,160,0.01983
1,225,161,19,69,0.25192
2,19,69,225,161,0.02425
1,225,162,19,69,0.28879
2,19,69,225,162,0.02784
1,225,163,19,69,0.0911
2,19,69,225,163,0.00879
1,226,160,19,69,0.92583
2,19,69,226,160,0.08897
1,226,161,19,69,1
2,19,69,226,161,0.09624
1,226,162,19,69,1
2,19,69,226,162,0.09638
1,226,163,19,69,0.31329
2,19,69,226,163,0.03024
1,227,160,19,69,0.88914
2,19,69,227,160,0.08544
1,227,161,19,69,1
2,19,69,227,161,0.09623
1,227,162,19,69,1
2,19,69,227,162,0.09638
1,227,163,19,69,0.35096
2,19,69,227,163,0.03387
1,228,160,19,69,0.84446
2,19,69,228,160,0.08114
1,228,161,19,69,0.9587
2,19,69,228,161,0.09225
1,228,162,19,69,0.91873
2,19,69,228,162,0.08854
1,228,163,19,69,0.34674
2,19,69,228,163,0.03347
1,229,160,19,69,0.00166
2,19,69,229,160,0.00016
1,190,190,46,13,0.14115
2,46,13,190,190,0.00455
1,190,189,46,13,0.1638
2,46,13,190,189,0.00527
1,190,188,46,13,0.18356
2,46,13,190,188,0.0059
1,190,187,46,13,0.18934
2,46,13,190,187,0.00608
1,190,186,46,13,0.20435
2,46,13,190,186,0.00655
1,190,185,46,13,0.22268
2,46,13,190,185,0.00713
1,190,184,46,13,0.10981
2,46,13,190,184,0.00351
1,191,190,46,13,0.97161
2,46,13,191,190,0.03133
1,191,189,46,13,1
2,46,13,191,189,0.0322
1,191,188,46,13,1
2,46,13,191,188,0.03215
1,191,187,46,13,1
2,46,13,191,187,0.03211
1,191,186,46,13,1
2,46,13,191,186,0.03206
1,191,185,46,13,1
2,46,13,191,185,0.03201
1,191,184,46,13,0.47826
2,46,13,191,184,0.01529
1,192,190,46,13,0.94353
2,46,13,192,190,0.03043
1,192,189,46,13,1
2,46,13,192,189,0.0322
1,192,188,46,13,1
2,46,13,192,188,0.03215
1,192,187,46,13,1
2,46,13,192,187,0.03211
1,192,186,46,13,1
2,46,13,192,186,0.03206
1,192,185,46,13,1
2,46,13,192,185,0.03201
1,192,184,46,13,0.50494
2,46,13,192,184,0.01614
1,193,190,46,13,0.9225
2,46,13,193,190,0.02975
1,193,189,46,13,1
2,46,13,193,189,0.0322
1,193,188,46,13,1
2,46,13,193,188,0.03215
1,193,187,46,13,1
2,46,13,193,187,0.03211
1,193,186,46,13,1
2,46,13,193,186,0.03206
1,193,185,46,13,1
2,46,13,193,185,0.03201
1,193,184,46,13,0.52537
2,46,13,193,184,0.01679
1,194,190,46,13,0.90726
2,46,13,194,190,0.02926
1,194,189,46,13,1
2,46,13,194,189,0.0322
1,194,188,46,13,1
2,46,13,194,188,0.03215
1,194,187,46,13,1
2,46,13,194,187,0.03211
1,194,186,46,13,1
2,46,13,194,186,0.03206
1,194,185,46,13,1
2,46,13,194,185,0.03201
1,194,184,46,13,0.54482
2,46,13,194,184,0.01742
1,195,190,46,13,0.60558
2,46,13,195,190,0.01953
1,195,189,46,13,0.66327
2,46,13,195,189,0.02136
1,195,188,46,13,0.65056
2,46,13,195,188,0.02092
1,195,187,46,13,0.63821
2,46,13,195,187,0.02049
1,195,186,46,13,0.62445
2,46,13,195,186,0.02002
1,195,185,46,13,0.6092
2,46,13,195,185,0.0195
1,195,184,46,13,0.33304
2,46,13,195,184,0.01065
1,243,114,29,179,0.31744
2,29,179,243,114,0.02195
1,243,115,29,179,0.05823
2,29,179,243,115,0.00403
1,244,112,29,179,0.22709
2,29,179,244,112,0.01565
1,244,113,29,179,0.50031
2,29,179,244,113,0.03454
1,244,114,29,179,0.89716
2,29,179,244,114,0.06203
1,244,115,29,179,0.13842
2,29,179,244,115,0.00959
1,245,110,29,179,0.01392
2,29,179,245,110,0.00096
1,245,111,29,179,0.56893
2,29,179,245,111,0.03915
1,245,112,29,179,0.9911
2,29,179,245,112,0.06831
1,245,113,29,179,1
2,29,179,245,113,0.06903
1,245,114,29,179,1
2,29,179,245,114,0.06914
1,245,115,29,179,0.2709
2,29,179,245,115,0.01876
1,246,110,29,179,0.52617
2,29,179,246,110,0.03615
1,246,111,29,179,1
2,29,179,246,111,0.06881
1,246,112,29,179,1
2,29,179,246,112,0.06891
1,246,113,29,179,1
2,29,179,246,113,0.06902
1,246,114,29,179,1
2,29,179,246,114,0.06913
1,246,115,29,179,0.40389
2,29,179,246,115,0.02796
1,247,110,29,179,0.46306
2,29,179,247,110,0.03181
1,247,111,29,179,0.88617
2,29,179,247,111,0.06097
1,247,112,29,179,0.8499
2,29,179,247,112,0.05856
1,247,113,29,179,0.64139
2,29,179,247,113,0.04427
1,247,114,29,179,0.52462
2,29,179,247,114,0.03626
1,247,115,29,179,0.21683
2,29,179,247,115,0.01501
1,340,147,24,13,0.09492
2,24,13,340,147,0.0118
1,340,148,24,13,0.00607
2,24,13,340,148,0.00076
1,341,146,24,13,0.00107
2,24,13,341,146,0.00013
1,341,147,24,13,0.70219
2,24,13,341,147,0.08727
1,341,148,24,13,0.65769
2,24,13,341,148,0.08186
1,342,145,24,13,0.3382
2,24,13,342,145,0.04189
1,342,146,24,13,0.73639
2,24,13,342,146,0.09135
1,342,147,24,13,1
2,24,13,342,147,0.12424
1,342,148,24,13,0.92409
2,24,13,342,148,0.11498
1,342,149,24,13,0.00403
2,24,13,342,149,0.0005
1,343,145,24,13,0.27884
2,24,13,343,145,0.03453
1,343,146,24,13,0.97534
2,24,13,343,146,0.12096
1,343,147,24,13,0.99942
2,24,13,343,147,0.12413
1,343,148,24,13,1
2,24,13,343,148,0.12439
1,343,149,24,13,0.15724
2,24,13,343,149,0.01959
1,344,145,24,13,0.03377
2,24,13,344,145,0.00418
1,344,146,24,13,0.04413
2,24,13,344,146,0.00547
1,344,147,24,13,0.0125
2,24,13,344,147,0.00155
1,344,148,24,13,0.0571
2,24,13,344,148,0.0071
1,344,149,24,13,0.02662
2,24,13,344,149,0.00331
1,287,59,1,31,0.06712
2,1,31,287,59,0.00543
1,287,60,1,31,0.32373
2,1,31,287,60,0.02621
1,287,61,1,31,0.45545
2,1,31,287,61,0.03693
1,287,62,1,31,0.51463
2,1,31,287,62,0.0418
1,287,63,1,31,0.19436
2,1,31,287,63,0.01581
1,288,59,1,31,0.19626
2,1,31,288,59,0.01586
1,288,60,1,31,1
2,1,31,288,60,0.08094
1,288,61,1,31,1
2,1,31,288,61,0.08108
1,288,62,1,31,1
2,1,31,288,62,0.08121
1,288,63,1,31,0.79494
2,1,31,288,63,0.06466
1,289,59,1,31,0.04675
2,1,31,289,59,0.00378
1,289,60,1,31,0.99819
2,1,31,289,60,0.08078
1,289,61,1,31,1
2,1,31,289,61,0.08106
1,289,62,1,31,1
2,1,31,289,62,0.08119
1,289,63,1,31,0.91653
2,1,31,289,63,0.07453
1,290,60,1,31,0.82425
2,1,31,290,60,0.06669
1,290,61,1,31,0.7856
2,1,31,290,61,0.06367
1,290,62,1,31,0.66442
2,1,31,290,62,0.05393
1,290,63,1,31,0.54279
2,1,31,290,63,0.04413
1,290,64,1,31,0.00379
2,1,31,290,64,0.00031
1,209,142,19,71,0.08346
2,19,71,209,142,0.00908
1,209,143,19,71,0.01006
2,19,71,209,143,0.0011
1,210,141,19,71,0.18259
2,19,71,210,141,0.01983
1,210,142,19,71,0.87572
2,19,71,210,142,0.09524
1,210,143,19,71,0.92345
2,19,71,210,143,0.10059
1,210,144,19,71,0.29267
2,19,71,210,144,0.03193
1,211,141,19,71,0.54651
2,19,71,211,141,0.05935
1,211,142,19,71,1
2,19,71,211,142,0.10876
1,211,143,19,71,1
2,19,71,211,143,0.10893
1,211,144,19,71,0.38185
2,19,71,211,144,0.04166
1,212,141,19,71,0.54959
2,19,71,212,141,0.05968
1,212,142,19,71,1
2,19,71,212,142,0.10876
1,212,143,19,71,1
2,19,71,212,143,0.10892
1,212,144,19,71,0.3982
2,19,71,212,144,0.04344
1,213,141,19,71,0.20788
2,19,71,213,141,0.02257
1,213,142,19,71,0.35892
2,19,71,213,142,0.03903
1,213,143,19,71,0.27153
2,19,71,213,143,0.02958
1,213,144,19,71,0.10599
2,19,71,213,144,0.01156
1,245,105,29,181,0.42476
2,29,181,245,105,0.03769
1,245,106,29,181,0.53666
2,29,181,245,106,0.04769
1,245,107,29,181,0.57717
2,29,181,245,107,0.05137
1,245,108,29,181,0.0841
2,29,181,245,108,0.0075
1,246,105,29,181,0.80772
2,29,181,246,105,0.07166
1,246,106,29,181,1
2,29,181,246,106,0.08886
1,246,107,29,181,1
2,29,181,246,107,0.089
1,246,108,29,181,0.14999
2,29,181,246,108,0.01337
1,247,105,29,181,0.73901
2,29,181,247,105,0.06556
1,247,106,29,181,1
2,29,181,247,106,0.08885
1,247,107,29,181,1
2,29,181,247,107,0.08899
1,247,108,29,181,0.16557
2,29,181,247,108,0.01476
1,248,105,29,181,0.67046
2,29,181,248,105,0.05947
1,248,106,29,181,1
2,29,181,248,106,0.08884
1,248,107,29,181,1
2,29,181,248,107,0.08898
1,248,108,29,181,0.22391
2,29,181,248,108,0.01995
1,249,105,29,181,0.35578
2,29,181,249,105,0.03155
1,249,106,29,181,0.43159
2,29,181,249,106,0.03834
1,249,107,29,181,0.07931
2,29,181,249,107,0.00706
1,249,108,29,181,0.00588
2,29,181,249,108,0.00052
1,145,162,56,31,0.15204
2,56,31,145,162,0.00407
1,145,161,56,31,0.31635
2,56,31,145,161,0.00845
1,145,160,56,31,0.40349
2,56,31,145,160,0.01077
1,145,159,56,31,0.48355
2,56,31,145,159,0.01288
1,145,158,56,31,0.57544
2,56,31,145,158,0.01531
1,145,157,56,31,0.62112
2,56,31,145,157,0.0165
1,145,156,56,31,0.69156
2,56,31,145,156,0.01834
1,145,155,56,31,0.78235
2,56,31,145,155,0.02072
1,145,154,56,31,0.9059
2,56,31,145,154,0.02396
1,145,153,56,31,0.16979
2,56,31,145,153,0.00448
1,146,162,56,31,0.54307
2,56,31,146,162,0.01454
1,146,161,56,31,1
2,56,31,146,161,0.02673
1,146,160,56,31,1
2,56,31,146,160,0.02669
1,146,159,56,31,1
2,56,31,146,159,0.02665
1,146,158,56,31,1
2,56,31,146,158,0.02661
1,146,157,56,31,1
2,56,31,146,157,0.02657
1,146,156,56,31,1
2,56,31,146,156,0.02653
1,146,155,56,31,1
2,56,31,146,155,0.02649
1,146,154,56,31,1
2,56,31,146,154,0.02645
1,146,153,56,31,0.26786
2,56,31,146,153,0.00707
1,147,162,56,31,0.46864
2,56,31,147,162,0.01255
1,147,161,56,31,1
2,56,31,147,161,0.02673
1,147,160,56,31,1
2,56,31,147,160,0.02669
1,147,159,56,31,1
2,56,31,147,159,0.02665
1,147,158,56,31,1
2,56,31,147,158,0.02661
1,147,157,56,31,1
2,56,31,147,157,0.02657
1,147,156,56,31,1
2,56,31,147,156,0.02653
1,147,155,56,31,1
2,56,31,147,155,0.02649
1,147,154,56,31,1
2,56,31,147,154,0.02645
1,147,153,56,31,0.37082
2,56,31,147,153,0.00979
1,148,162,56,31,0.38786
2,56,31,148,162,0.01038
1,148,161,56,31,1
2,56,31,148,161,0.02673
1,148,160,56,31,1
2,56,31,148,160,0.02669
1,148,159,56,31,1
2,56,31,148,159,0.02665
1,148,158,56,31,1
2,56,31,148,158,0.02661
1,148,157,56,31,1
2,56,31,148,157,0.02658
1,148,156,56,31,1
2,56,31,148,156,0.02654
1,148,155,56,31,1
2,56,31,148,155,0.0265
1,148,154,56,31,1
2,56,31,148,154,0.02646
1,148,153,56,31,0.46915
2,56,31,148,153,0.01239
1,149,162,56,31,0.30744
2,56,31,149,162,0.00823
1,149,161,56,31,0.9746
2,56,31,149,161,0.02606
1,149,160,56,31,0.89344
2,56,31,149,160,0.02385
1,149,159,56,31,0.8099
2,56,31,149,159,0.02159
1,149,158,56,31,0.72946
2,56,31,149,158,0.01942
1,149,157,56,31,0.64927
2,56,31,149,157,0.01726
1,149,156,56,31,0.56563
2,56,31,149,156,0.01501
1,149,155,56,31,0.48067
2,56,31,149,155,0.01274
1,149,154,56,31,0.39857
2,56,31,149,154,0.01055
1,149,153,56,31,0.1758
2,56,31,149,153,0.00464
1,150,162,56,31,0.00709
2,56,31,150,162,0.00019
1,150,161,56,31,0.00177
2,56,31,150,161,5E-05
1,185,171,46,15,0.0083
2,46,15,185,171,0.00055
1,185,170,46,15,0.22272
2,46,15,185,170,0.01472
1,185,169,46,15,0.02871
2,46,15,185,169,0.00189
1,186,172,46,15,0.34118
2,46,15,186,172,0.02262
1,186,171,46,15,0.62374
2,46,15,186,171,0.04129
1,186,170,46,15,1
2,46,15,186,170,0.06609
1,186,169,46,15,0.69897
2,46,15,186,169,0.04613
1,186,168,46,15,0.18396
2,46,15,186,168,0.01212
1,187,172,46,15,0.47725
2,46,15,187,172,0.03164
1,187,171,46,15,1
2,46,15,187,171,0.06619
1,187,170,46,15,1
2,46,15,187,170,0.06609
1,187,169,46,15,1
2,46,15,187,169,0.066
1,187,168,46,15,0.53568
2,46,15,187,168,0.0353
1,188,172,46,15,0.4644
2,46,15,188,172,0.03079
1,188,171,46,15,1
2,46,15,188,171,0.06619
1,188,170,46,15,1
2,46,15,188,170,0.0661
1,188,169,46,15,1
2,46,15,188,169,0.066
1,188,168,46,15,0.56024
2,46,15,188,168,0.03692
1,189,172,46,15,0.42839
2,46,15,189,172,0.0284
1,189,171,46,15,0.98221
2,46,15,189,171,0.06502
1,189,170,46,15,1
2,46,15,189,170,0.0661
1,189,169,46,15,0.99082
2,46,15,189,169,0.06539
1,189,168,46,15,0.56839
2,46,15,189,168,0.03746
1,190,171,46,15,0.00873
2,46,15,190,171,0.00058
1,190,170,46,15,0.00663
2,46,15,190,170,0.00044
1,190,169,46,15,3E-05
1,352,120,37,139,0.07157
2,37,139,352,120,0.01726
1,353,119,37,139,0.42646
2,37,139,353,119,0.10264
1,353,120,37,139,0.54076
2,37,139,353,120,0.13035
1,354,118,37,139,0.25146
2,37,139,354,118,0.06041
1,354,119,37,139,0.99824
2,37,139,354,119,0.24017
1,354,120,37,139,0.20178
2,37,139,354,120,0.04862
1,355,117,37,139,0.00343
2,37,139,355,117,0.00082
1,355,118,37,139,0.83588
2,37,139,355,118,0.20073
1,355,119,37,139,0.43927
2,37,139,355,119,0.10565
1,356,118,37,139,0.38868
2,37,139,356,118,0.0933
1,356,119,37,139,0.00025
2,37,139,356,119,6E-05
1,203,39,48,89,0.37161
2,48,89,203,39,0.02085
1,203,40,48,89,0.61019
2,48,89,203,40,0.0343
1,203,41,48,89,0.02313
2,48,89,203,41,0.0013
1,204,36,48,89,0.03943
2,48,89,204,36,0.0022
1,204,37,48,89,3E-05
1,204,38,48,89,0.43104
2,48,89,204,38,0.02415
1,204,39,48,89,0.98642
2,48,89,204,39,0.05536
1,204,40,48,89,1
2,48,89,204,40,0.05621
1,204,41,48,89,0.75637
2,48,89,204,41,0.04259
1,204,42,48,89,0.1004
2,48,89,204,42,0.00566
1,205,36,48,89,0.16479
2,48,89,205,36,0.0092
1,205,37,48,89,0.66074
2,48,89,205,37,0.03696
1,205,38,48,89,1
2,48,89,205,38,0.05603
1,205,39,48,89,1
2,48,89,205,39,0.05612
1,205,40,48,89,1
2,48,89,205,40,0.05621
1,205,41,48,89,1
2,48,89,205,41,0.0563
1,205,42,48,89,0.76591
2,48,89,205,42,0.04319
1,205,43,48,89,0.01512
2,48,89,205,43,0.00085
1,206,37,48,89,0.52139
2,48,89,206,37,0.02916
1,206,38,48,89,1
2,48,89,206,38,0.05602
1,206,39,48,89,1
2,48,89,206,39,0.05612
1,206,40,48,89,1
2,48,89,206,40,0.05621
1,206,41,48,89,0.96243
2,48,89,206,41,0.05419
1,206,42,48,89,0.14269
2,48,89,206,42,0.00805
1,207,37,48,89,0.03156
2,48,89,207,37,0.00177
1,207,38,48,89,0.46586
2,48,89,207,38,0.0261
1,207,39,48,89,0.92961
2,48,89,207,39,0.05217
1,207,40,48,89,0.95077
2,48,89,207,40,0.05344
1,207,41,48,89,0.47661
2,48,89,207,41,0.02683
1,208,39,48,89,0.17859
2,48,89,208,39,0.01002
1,208,40,48,89,0.22117
2,48,89,208,40,0.01243
1,347,150,24,15,0.0053
2,24,15,347,150,0.00079
1,348,149,24,15,0.35449
2,24,15,348,149,0.05248
1,348,150,24,15,0.31143
2,24,15,348,150,0.04617
1,349,147,24,15,0.0062
2,24,15,349,147,0.00091
1,349,148,24,15,0.04342
2,24,15,349,148,0.00642
1,349,149,24,15,0.9567
2,24,15,349,149,0.14158
1,349,150,24,15,0.54926
2,24,15,349,150,0.0814
1,350,147,24,15,0.46091
2,24,15,350,147,0.06798
1,350,148,24,15,0.88721
2,24,15,350,148,0.13105
1,350,149,24,15,0.98304
2,24,15,350,149,0.14543
1,350,150,24,15,0.78624
2,24,15,350,150,0.11649
1,351,147,24,15,0.25517
2,24,15,351,147,0.03762
1,351,148,24,15,0.68463
2,24,15,351,148,0.10109
1,351,149,24,15,0.38015
2,24,15,351,149,0.05622
1,351,150,24,15,0.09706
2,24,15,351,150,0.01437
1,302,95,13,137,0.08279
2,13,137,302,95,0.01662
1,303,92,13,137,0.44727
2,13,137,303,92,0.08936
1,303,93,13,137,0.65484
2,13,137,303,93,0.13104
1,303,94,13,137,0.8531
2,13,137,303,94,0.17098
1,303,95,13,137,0.43462
2,13,137,303,95,0.08725
1,304,92,13,137,0.20268
2,13,137,304,92,0.04049
1,304,93,13,137,0.95637
2,13,137,304,93,0.19134
1,304,94,13,137,0.9967
2,13,137,304,94,0.19972
1,304,95,13,137,0.08783
2,13,137,304,95,0.01763
1,305,93,13,137,0.01783
2,13,137,305,93,0.00357
1,305,94,13,137,0.2304
2,13,137,305,94,0.04616
1,305,95,13,137,0.02915
2,13,137,305,95,0.00585
1,218,153,19,73,0.43155
2,19,73,218,153,0.04232
1,218,154,19,73,0.7405
2,19,73,218,154,0.07273
1,218,155,19,73,0.76534
2,19,73,218,155,0.07529
1,218,156,19,73,0.46889
2,19,73,218,156,0.04619
1,219,153,19,73,0.57473
2,19,73,219,153,0.05636
1,219,154,19,73,1
2,19,73,219,154,0.09822
1,219,155,19,73,1
2,19,73,219,155,0.09836
1,219,156,19,73,0.61976
2,19,73,219,156,0.06105
1,220,153,19,73,0.5473
2,19,73,220,153,0.05367
1,220,154,19,73,1
2,19,73,220,154,0.09821
1,220,155,19,73,1
2,19,73,220,155,0.09836
1,220,156,19,73,0.65144
2,19,73,220,156,0.06417
1,221,153,19,73,0.24748
2,19,73,221,153,0.02427
1,221,154,19,73,0.448
2,19,73,221,154,0.044
1,221,155,19,73,0.41575
2,19,73,221,155,0.04089
1,221,156,19,73,0.26288
