Column,Row,Metric,Seasonal Metric,Annual Metric,Values
1995,979,D24HourMean,QuarterlyMean,Mean,14.15
2001,963,D24HourMean,QuarterlyMean,Mean,11.22
2003,969,D24HourMean,QuarterlyMean,Mean,11.82
1997,970,D24HourMean,QuarterlyMean,Mean,12.78
1995,982,D24HourMean,QuarterlyMean,Mean,14.29
2001,962,D24HourMean,QuarterlyMean,Mean,11.49
1996,965,D24HourMean,QuarterlyMean,Mean,12.67
1997,974,D24HourMean,QuarterlyMean,Mean,12.97
1999,980,D24HourMean,QuarterlyMean,Mean,12.62
2000,967,D24HourMean,QuarterlyMean,Mean,11.72
2006,978,D24HourMean,QuarterlyMean,Mean,13.12
1997,972,D24HourMean,QuarterlyMean,Mean,12.43
2002,980,D24HourMean,QuarterlyMean,Mean,12.60
2003,971,D24HourMean,QuarterlyMean,Mean,11.48
2002,984,D24HourMean,QuarterlyMean,Mean,13.56
1999,964,D24HourMean,QuarterlyMean,Mean,11.58
1997,984,D24HourMean,QuarterlyMean,Mean,11.42
2000,976,D24HourMean,QuarterlyMean,Mean,11.43
2005,976,D24HourMean,QuarterlyMean,Mean,12.47
1995,967,D24HourMean,QuarterlyMean,Mean,13.63
1997,985,D24HourMean,QuarterlyMean,Mean,9.94
2004,975,D24HourMean,QuarterlyMean,Mean,11.76
2005,965,D24HourMean,QuarterlyMean,Mean,11.16
2001,973,D24HourMean,QuarterlyMean,Mean,11.82
2002,972,D24HourMean,QuarterlyMean,Mean,12.02
2009,966,D24HourMean,QuarterlyMean,Mean,10.53
1999,981,D24HourMean,QuarterlyMean,Mean,12.29
2004,962,D24HourMean,QuarterlyMean,Mean,10.01
1998,973,D24HourMean,QuarterlyMean,Mean,13.20
2006,979,D24HourMean,QuarterlyMean,Mean,12.82
2001,985,D24HourMean,QuarterlyMean,Mean,11.14
1998,971,D24HourMean,QuarterlyMean,Mean,12.82
1998,970,D24HourMean,QuarterlyMean,Mean,12.53
1998,979,D24HourMean,QuarterlyMean,Mean,12.91
1996,963,D24HourMean,QuarterlyMean,Mean,13.26
2004,960,D24HourMean,QuarterlyMean,Mean,11.04
2002,974,D24HourMean,QuarterlyMean,Mean,11.70
2003,970,D24HourMean,QuarterlyMean,Mean,11.65
2008,968,D24HourMean,QuarterlyMean,Mean,10.96
1996,964,D24HourMean,QuarterlyMean,Mean,12.59
2004,971,D24HourMean,QuarterlyMean,Mean,11.63
2004,966,D24HourMean,QuarterlyMean,Mean,10.90
2001,977,D24HourMean,QuarterlyMean,Mean,12.32
2002,983,D24HourMean,QuarterlyMean,Mean,13.31
1998,982,D24HourMean,QuarterlyMean,Mean,11.63
1999,966,D24HourMean,QuarterlyMean,Mean,11.56
